scene_name,scene_token,decision,tags,notes,representative_sample_token,representative_cam_front,location,description,reviewed_at
scene-0109,fb73d1a6c16147ee9416faf6b310fadb,skip,,,4b5202b4625f48799812af5d212e68a4,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151848512404.jpg,boston-seaport,"Cross roundabout, construction vehicle, ped walking along the road side",2026-08-21T21:49:17
scene-0110,d87ec0461e3f4c4ea29b0f0c0ede5167,skip,,,7f7fc8127993448a873bf72886a77a37,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896862414.jpg,boston-seaport,"Parked car with open bonnet, parked cars, oncoming truck, oncoming cyclists",2026-08-21T21:49:23
scene-0120,a1ca2ba59ac9452fb3da60019bf32c71,skip,,,3f982b40c6e94382a176f901e6580078,samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112407162460.jpg,singapore-onenorth,"Parked motorcycles, parking lot, wait at intersection, truck, ped very close to ego-vehicle",2026-08-21T21:49:29
scene-0121,ce2d6bdc33084dc1a2780f41f6740e06,skip,,,2772061696c3413d9161fc77dd065234,samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112542762460.jpg,singapore-onenorth,"Peds, follow motorcycle, motorcycle turns right",2026-08-21T21:49:39
scene-0122,e6cb595f6df44b3999db28c65f2244ac,skip,,,3277a38ec8824df5b8c6a7b8c6a28c2a,samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112633662460.jpg,singapore-onenorth,"Fast motorcycle on street ahead, stop, parked bicycles, turn right",2026-08-21T21:49:48
scene-0123,cb3ef7b7ef124983b336c781f134cdfb,skip,,,fdac348f0bb94243be6c498789cb9d24,samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112717162460.jpg,singapore-onenorth,"Monument, truck, peds, turn left, downhill",2026-08-21T21:50:00
scene-0124,bed8426a524d45afab05b19cf02386b2,skip,,,f3447ae06b9c419d86abb30f1a7fe1e4,samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112737862460.jpg,singapore-onenorth,"Many peds, parked buses, parked cars",2026-08-21T21:50:09
scene-0125,36fbee38a28543ea9e27a67d64e1dee4,skip,,,46642e20303a4c4c9b402eeb2f1752a4,samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112756912460.jpg,singapore-onenorth,"Many parked cars, animal, many peds, wait at intersection",2026-08-21T21:50:19
scene-0126,00590cbfa24a430a8c274b51e1c71231,skip,,,0dd2b3a691554932abed501d3b33310e,samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112780512460.jpg,singapore-onenorth,"Delayed left turn, jaywalker, parking lot, bus stops, parked bicycle, truck, turn right",2026-08-21T21:50:31
scene-0127,52b30ecd104a4f4eab6f8f5684a73e56,skip,,,8243914d4bf6486b854898460cb7a1b8,samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112807162460.jpg,singapore-onenorth,"Enter car park, jaywalker, parked motorcycles, pass a bus",2026-08-21T21:50:45
scene-0128,5c9bd7ead37e4aa9989f7909f3a78baa,skip,,,1148a68122b4463b969a34547d60511f,samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112845662460.jpg,singapore-onenorth,"Parking lot, parked scooters, parked cars, ped, cross crosswalk, bump, parked bicycle",2026-08-21T21:50:56
scene-0129,ef5f216134a94e308697ab4c75402a20,skip,,,44148c0ae17c406389d893e7606d60e5,samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112868112460.jpg,singapore-onenorth,"Parking lot, cross crosswalk, go over bump, construction, peds, scooter on main road",2026-08-21T21:51:06
scene-0130,dc6235e2281943548084c484cb38b876,skip,,,b4536598758a4fa9ad08eabaaeb5da97,samples/CAM_FRONT/n015-2018-08-01-16-41-59+0800__CAM_FRONT__1533112945862460.jpg,singapore-onenorth,"Peds crossing at crosswalk, drive along parked cars, ped, workers kneeling",2026-08-21T21:51:19
scene-0131,8857cf15fa7049a6b000490835d3b9fc,skip,,,7d384a5654434d88b188f8cb368701af,samples/CAM_FRONT/n015-2018-08-01-16-41-59+0800__CAM_FRONT__1533112962912460.jpg,singapore-onenorth,"Parking lot, peds",2026-08-21T21:51:28
scene-0132,4f28b42169f4404cbab4b43476e13885,keep,,,b9720f32060647f6b88b6c7de720b1de,samples/CAM_FRONT/n015-2018-08-01-16-41-59+0800__CAM_FRONT__1533112984412460.jpg,singapore-onenorth,"Parked cars, turn left, parked bus",2026-08-21T21:51:40
scene-0133,f57957ebc5654b649a0786d993b64be4,keep,,,d8165c95ae8e46b5acc89ad281f54ebc,samples/CAM_FRONT/n015-2018-08-01-16-41-59+0800__CAM_FRONT__1533112996862595.jpg,singapore-onenorth,"Drive through parking lot, stopped bus, parked scooters, parked motorcycles, peds, parked trucks, approach barrier",2026-08-21T21:51:45
scene-0134,d90b94e8bfd446cd9407f48665122268,skip,,,2aae76ccfd5d41939c1b33a856194846,samples/CAM_FRONT/n015-2018-08-01-16-41-59+0800__CAM_FRONT__1533113030862460.jpg,singapore-onenorth,"Approach intersection, fence, turn left, peds in sidewalk",2026-08-21T21:51:52
scene-0135,4db0eee3b82d49b198c1a411cf7f7d68,skip,,,36b74783d74145bb960d9acced19d85f,samples/CAM_FRONT/n015-2018-08-01-16-41-59+0800__CAM_FRONT__1533113050662460.jpg,singapore-onenorth,"Heavy traffic, sitting peds, parked motorcycles, 2 jaywalkers, turn right, busy intersection",2026-08-21T21:52:00
scene-0138,7365754410624f2f85087003f4ed41ad,skip,,,ce0439555c8947e4a6eeda01f12bfb3b,samples/CAM_FRONT/n015-2018-08-01-16-41-59+0800__CAM_FRONT__1533113250362460.jpg,singapore-onenorth,"Bus stop, parked bicycles, bus stop, bicycle rack, peds",2026-08-21T21:52:07
scene-0139,01c8c59260db4a3682d7b4f8da65425e,skip,,,291c46ba28e546ca82906490c8c5f2a8,samples/CAM_FRONT/n015-2018-08-01-16-41-59+0800__CAM_FRONT__1533113385912460.jpg,singapore-onenorth,"Ped standing, ped sitting, two parked motorcycles on road",2026-08-21T21:52:12
scene-0149,1fbcc26ebf6948bb964d3ae74939e8ea,skip,,,a87a6ccf29944f37bc5f5a9400dec700,samples/CAM_FRONT/n015-2018-08-01-17-04-15+0800__CAM_FRONT__1533114276662460.jpg,singapore-onenorth,"Wait at intersection, turn left, bushes, bus stops, peds, parking lot",2026-08-21T21:52:16
scene-0150,94f224a2a36c4bbbab59120cc6c31f6e,skip,,,f828fe2246c044dab47b9db462712f8f,samples/CAM_FRONT/n015-2018-08-01-17-04-15+0800__CAM_FRONT__1533114320162460.jpg,singapore-onenorth,"Oncoming scooter, scooters, busy intersection, walking peds",2026-08-21T21:52:24
scene-0151,ba76f4185aa34ed3bff467ac640da902,skip,,,e62f381c7b80463aa7384ca4073e5087,samples/CAM_FRONT/n015-2018-08-01-17-04-15+0800__CAM_FRONT__1533114336412460.jpg,singapore-onenorth,"Turn right, busy intersection, construction, peds, parked bicycles, construction vehicle, motorcycle",2026-08-21T21:52:27
scene-0152,bd210a5bc7004d8c94b68cf6366612a2,skip,,,fd698c48a19249dcb4ae3c150a26a0a3,samples/CAM_FRONT/n015-2018-08-01-17-04-15+0800__CAM_FRONT__1533114385162460.jpg,singapore-onenorth,"Parked bicycles, bump, overtake parked buses, irregularly parked cars",2026-08-21T21:52:28
scene-0154,12cd5f88732749a58725528bb3d86958,keep,,,75c97956698b45dd881e37a937035dc1,samples/CAM_FRONT/n015-2018-08-01-17-04-15+0800__CAM_FRONT__1533114565162460.jpg,singapore-onenorth,"Turn left, peds at restaurant, parked bicycles, autonomous vehicle, parked vehicles, passing at narrow street, taxi, ped with bag, sitting ped",2026-08-21T21:52:31
scene-0155,cd1a8954ff904333bb13fa1a6ee526fd,skip,,,5bf2c08a429945deb149c1916bfe04e3,samples/CAM_FRONT/n015-2018-08-01-17-13-57+0800__CAM_FRONT__1533114927612460.jpg,singapore-onenorth,"Jaywalkers, turn left, stop for ped crossing, turn left, peds sitting in a restaurant",2026-08-21T21:52:33
scene-0157,d0b2d916178a402a842c88f394d7d7e8,skip,,,811dfc9863eb4538a16b6f23362b3137,samples/CAM_FRONT/n015-2018-08-01-17-13-57+0800__CAM_FRONT__1533115033862460.jpg,singapore-onenorth,"Passing scooter, wait at intersection, turn right",2026-08-21T21:52:34
scene-0158,c0d3796765e2452d990309b2568adac5,skip,,,3d85f02b57a74c569633069503dfc4c3,samples/CAM_FRONT/n015-2018-08-01-17-13-57+0800__CAM_FRONT__1533115165112460.jpg,singapore-onenorth,"Worker stopped ego car, worker removes cones, follow truck, heavy traffic, construction, peds",2026-08-21T21:52:35
scene-0159,73d9a36f20594e658020ebfc5b0ba74a,skip,,,f83b36af5480400ebb34ff567c2e4f07,samples/CAM_FRONT/n015-2018-08-01-17-13-57+0800__CAM_FRONT__1533115189362460.jpg,singapore-onenorth,"Peds crossing crosswalk, barrier being pushed across crosswalk, turn left, peds",2026-08-21T21:52:37
scene-0160,9eaabad9385b4fe1b9f397edead326ac,skip,,,49ebc7e66bfa49cbb3f58b451ecfd5b4,samples/CAM_FRONT/n015-2018-08-01-17-13-57+0800__CAM_FRONT__1533115297012460.jpg,singapore-onenorth,"Wait for oncoming car to pass, narrow road, parked cars",2026-08-21T21:52:39
scene-0161,0d2cc345342a460e94ff54748338ac22,keep,,,b1835cf50200408f95e9a4f62c9f81cb,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915252862465.jpg,boston-seaport,"Car overtaking, parking lot, peds, ped exiting car, objects on the ground",2026-08-21T21:52:41
scene-0162,bc4fd5a05a004333b9411754630f4cba,skip,,,e106cd7b9867481a8280b2a8cc9ff5a5,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915273012465.jpg,boston-seaport,"Leaving parking lot, parked cars, hidden ped",2026-08-21T21:52:43
scene-0163,6ab3d1e9476d4cd89d4949d69d056901,skip,,,59a5e7b745a844828ff46095afd5e309,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915292912465.jpg,boston-seaport,"Drive along street with dozens of parked cars, bicycle rack",2026-08-21T21:52:45
scene-0164,75a4ec12042542149b0a77a0a10d6330,keep,,,b309fdaf59a742078a65865353d3b529,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915327512465.jpg,boston-seaport,"Turn into narrow street, parked cars, parked motorcycles",2026-08-21T21:52:51
scene-0165,8fbbe701baf641359129ea166e1674ec,skip,,,e506bc4a2946418eb773d3bd5492887e,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915364912465.jpg,boston-seaport,"Pass crane, truck and construction workers, long loaded truck",2026-08-21T21:52:54
scene-0166,15e1fa06e30e438a98430cc1fd0e8a69,skip,,,73a83a6061544574b8be26769cd040c3,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915384512465.jpg,boston-seaport,"Leaving narrow street, many cars",2026-08-21T21:52:56
scene-0167,448cf480b0b8400a86881d28c2c5f734,skip,,,8ed3aaf2a9ec4691bad97bcc997d2d52,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915423012465.jpg,boston-seaport,"Pass parked trucks, sitting pedestrians, turn right",2026-08-21T21:52:57
scene-0168,bef135921f374f838bf0badae55cac83,keep,,,097d451a24e84c7b9d88bc9cbfd0ee40,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915461912465.jpg,boston-seaport,"Parking lot, peds, parked cars, parked scooters, eletronic display",2026-08-21T21:52:59
scene-0170,ab6eea0e06c84f70be411a9d36636a7a,skip,,,a77e48a96ba84aba98ba1043305346da,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915626912465.jpg,boston-seaport,"Turn left, truck parked in the middle of the street, ego vehicle coming to full stand",2026-08-21T21:53:01
scene-0171,2ffd7e2a1daf4b928464ddb2ed3dca59,keep,,,6413c3a306fa473fbc6eb0b2af00cb35,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915647012465.jpg,boston-seaport,Densely parked trucks,2026-08-21T21:53:03
scene-0172,634a8c5835e44aec912604a9a1972a5d,keep,,,3fbc59a8142c4bedb8056847b80bf9b5,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915666912465.jpg,boston-seaport,"Bus indicates turn but does not go, overtake bus",2026-08-21T21:53:05
scene-0173,8931a57994764c9b945a7a1b352c9ae5,skip,,,83585b9ef6e64151a3f2c19cde496e29,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915686912465.jpg,boston-seaport,Drive along road barriers,2026-08-21T21:53:11
scene-0174,fd5a3c6d3ad44954a8045edbe9d93763,skip,,,9577f1512be04246a4b80b0ef828d30a,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915706912465.jpg,boston-seaport,"Reflections, parked cars, trucks",2026-08-21T21:53:14
scene-0175,7cf32f906f50415786414ce8bbe10e9b,skip,,,cff17c62dd9a4576a6865120ce9ad2f6,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915728912465.jpg,boston-seaport,"Truck, parked vehicles, bicycle, special trailer, parked car, parked bicycle",2026-08-21T21:53:15
scene-0176,c7492bdc08f8450fa580b7787331f0c9,skip,,,8f817860e87b4825ad20f5b7c87cd3a1,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915786662465.jpg,boston-seaport,"Parked cars, extra-long bendy bus, banners, arrive at intersection, turn right, truck",2026-08-21T21:53:16
scene-0177,fcb40dc8514444c49b1fdc06f80a123b,skip,,,f1b45da18aca48f6b65f9922af00e228,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532662679012460.jpg,singapore-queenstown,Parking toll gate,2026-08-21T21:53:18
scene-0178,f4395dd8e4004f12a8dec3079a93d804,skip,,,189b426c7de04d97ab43419da3353438,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532662709412460.jpg,singapore-queenstown,"Parking lot, parked motorcycles, turn right, jaywalker",2026-08-21T21:53:19
scene-0179,2538a745a83f430eb590d48b4743e179,skip,,,891a214fced14a21a7fe2b1490c94334,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532662738912460.jpg,singapore-queenstown,"Ped walking to the ego car, parked truck ahead, parking lot",2026-08-21T21:53:21
scene-0180,4431d97ea17044ad9c09c13d16684054,skip,,,4718847d48154a3e88ca746c694d3c28,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532662758412460.jpg,singapore-queenstown,Parking lot with lots of parked cars,2026-08-21T21:53:27
scene-0181,c9c28de6e66442f7921858f1ebbec3ef,skip,,,ea71ae526c1545119137f30ad997fbb3,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532662811912460.jpg,singapore-queenstown,"Turn left, toll gate, oncoming bus",2026-08-21T21:53:28
scene-0182,2c1f2e5096434cd78919b2ae442d4ba4,skip,,,8591e1eda31d49e4b58ed790d0df01db,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532662853912460.jpg,singapore-queenstown,"Peds, bus stop, taxi, narrow road, parking lot, slope",2026-08-21T21:53:29
scene-0183,c67b72f4a0bd4f2b96ecbd0e01c58232,skip,,,7769967bac80411f943883124c4509f1,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532662893012460.jpg,singapore-queenstown,"Parked motorcycle, bike, parking driveway, parked cars",2026-08-21T21:53:31
scene-0184,93032908bafd484ea10a39b0d5d3fff6,skip,,,bbc4165e584549de96ac382f75905fb7,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532662958912460.jpg,singapore-queenstown,"Many trees, narrow road",2026-08-21T21:53:32
scene-0185,b886756c3fd641eeba9dda3932e196c0,skip,,,e0d49e3b396b483a944fdfe6ea9761bb,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532663020912460.jpg,singapore-queenstown,"Parking bay, peds, ped hesitates to cross, ego car stops, ped crossing",2026-08-21T21:53:35
scene-0187,019b370afb444a2e8ce85654898307c8,skip,,,c2af0713d1a34f71b14fdcbcef4ed262,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532663098412460.jpg,singapore-queenstown,"Bump, turn right, ped attempting to walk in front of car, jaywalker",2026-08-21T21:53:36
scene-0188,928ee3a8c5a84497a6360fe70a4e921e,skip,,,53559f0efc844e4f96035fead8f1a5c8,samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532663150162460.jpg,singapore-queenstown,"Ego vehicle starts, many peds, parked bicycles, bus stop",2026-08-21T21:53:37
scene-0190,c04cdbbe744c4da08d3df61c47d5cc94,skip,,,8adeb6cf00bd42618f5a2043861e9740,samples/CAM_FRONT/n015-2018-08-01-15-10-21+0800__CAM_FRONT__1533107518412460.jpg,singapore-onenorth,"Nature, wait for traffic light",2026-08-21T21:53:40
scene-0191,f9e460f092c94466b1211704b5a8859d,skip,,,dfad678f12ef463f9a73d245178507a3,samples/CAM_FRONT/n015-2018-08-01-15-10-21+0800__CAM_FRONT__1533107668512460.jpg,singapore-onenorth,"Turn left, parking lot",2026-08-21T21:53:41
scene-0192,1fa63d31aaa7459383b4414715cd12db,skip,,,4ad1c5785f9d4189919675d877395d32,samples/CAM_FRONT/n015-2018-08-01-15-10-21+0800__CAM_FRONT__1533107695512460.jpg,singapore-onenorth,"Stopped for cars at T-junction, jaywalker, turn left",2026-08-21T21:53:42
scene-0193,2ce2df158372461fa91ce77455656f81,skip,,,1111a5c533a145058eba61fc2f4c0582,samples/CAM_FRONT/n015-2018-08-01-15-10-21+0800__CAM_FRONT__1533107717412460.jpg,singapore-onenorth,"Vegetation, parking lot, turning cars",2026-08-21T21:53:44
scene-0194,04061484361145f5ac6f90a5103b84a6,skip,,,1bd1275ce44743ca818951bdc43d7c3d,samples/CAM_FRONT/n015-2018-08-01-15-10-21+0800__CAM_FRONT__1533107758412460.jpg,singapore-onenorth,"Parked car starts to move, two bicycles lying in grass, construction zone, speed reduce, peds",2026-08-21T21:53:45
scene-0195,b487d499e93e44caaf6c3dc884225fa2,skip,,,4de19ca11d7042da8185a696aa9c7b97,samples/CAM_FRONT/n015-2018-08-01-15-10-21+0800__CAM_FRONT__1533107791162460.jpg,singapore-onenorth,"Narrow road, bus, reduce speed for stopped car, peds",2026-08-21T21:53:46
scene-0196,6bb64043c9db4f51b7a69e7260ed4f6e,skip,,,61f9935fcd8d4c288010ddbb6cae601a,samples/CAM_FRONT/n015-2018-08-01-15-10-21+0800__CAM_FRONT__1533107915412469.jpg,singapore-onenorth,"Nature, cross intersection, bus, bus stop, truck turning",2026-08-21T21:53:46
scene-0199,c324de94562d41498a2d4b7d51c5ce78,skip,,,c21dbfb6933341c09dc9ad83df65a641,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621698612404.jpg,boston-seaport,"Parked cars, ped",2026-08-21T21:53:48
scene-0200,670e01eb31b64b509db5290531254203,skip,,,dc73cecaa8ac47a6ab606c834829fee9,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621758112404.jpg,boston-seaport,"Parked cars, parking lot",2026-08-21T21:53:50
scene-0202,53c92676ef334011bd4689494ac11fa0,skip,,,3523261c381343b3a8a5a01c282d066a,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621798112404.jpg,boston-seaport,"Parked cars, jaywalker, peds, parked bicycle",2026-08-21T21:53:51
scene-0203,8e1f7ff7dc9940da8eeca3c06ae1aa4d,skip,,,022558873876467c8d467b83a6db30dd,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621818412404.jpg,boston-seaport,"Construction, bus, turn right, crane, parked cars, ped crossing crosswalk, ped with backpack, parking lot",2026-08-21T21:53:52
scene-0204,5e30d846d2344ec2addfb664799d1899,skip,,,d660b70cd21a4169b848f189d6e38789,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621838162404.jpg,boston-seaport,"Parked cars, peds in sidewalk, narrow road",2026-08-21T21:53:53
scene-0206,fc61f52dcc1b4def95a278665d23af00,skip,,,06d101201698416890a911311c677353,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621868112404.jpg,boston-seaport,"Parked cars, peds, ped with luggage",2026-08-21T21:53:54
scene-0207,210add02013a4dfa84b7c5e23058781f,skip,,,214aa58e519844c797d8a43f502b1b34,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621924612404.jpg,boston-seaport,"Heavy veh, peds, stopped by a truck",2026-08-21T21:53:55
scene-0208,1959c8f440a340fda3ea2cac0ac528ec,skip,,,52c5cda2f0d04f6ba8e34f0672700dcb,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621944662404.jpg,boston-seaport,Stopped at stop line,2026-08-21T21:53:56
scene-0209,875e9b8b63b54263ba1edeb21faadea8,skip,,,093feb880a5b4bc39527e49605fc8cde,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621984162411.jpg,boston-seaport,"Heavy vehicles, container",2026-08-21T21:53:57
scene-0210,2e3c0f308fcf4664bf7994053d7080b9,skip,,,66202485ba6f4fd49162cb227c92a1d3,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622004512404.jpg,boston-seaport,"Parked vehicles, construction vehicle, container, peds, excavator, cranes, parking lot, turn left, worker sitting on trunk of pickup truck",2026-08-21T21:53:59
scene-0211,ed22649f50454a6ab71356780b2a2454,skip,,,64e2679db0e045d8867258887033b5ec,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024162404.jpg,boston-seaport,"Parked cars, construction area, construction vehicles",2026-08-21T21:54:00
scene-0212,1ecfbad2023f4b17b542801a21375e3f,skip,,,d29a6c8ca56b4f81a17f521d89ed1979,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622071362404.jpg,boston-seaport,"Parked cars, oncoming heavy veh",2026-08-21T21:54:01
scene-0213,69295e26c8d146de94ea5307d8d74819,skip,,,a76b8d4bcd334ead83fb16c72f9d20ee,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622146162404.jpg,boston-seaport,"Jaywalkers, peds, approaching intersection",2026-08-21T21:54:01
scene-0214,2bbff07f5b4248eab483ddcf91cfa848,skip,,,5449ac617b2e4cada0fc3100c021ac16,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622241112404.jpg,boston-seaport,"Parked truck, ped, sitting peds, parked cars, overtake at t junction",2026-08-21T21:54:02
scene-0218,febc1800b9ed432d96aee5ecf0156831,keep,,,da55a1adea1e4690b333f4d9256c03b6,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532707731012404.jpg,boston-seaport,"Parking lot, walking peds, close-up peds, not moving",2026-08-21T21:54:05
scene-0219,bc8f2774ff4946d3965a807a6aa1b64f,skip,,,9711f25437254f7db7fae3566dcb6e66,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532707774762404.jpg,boston-seaport,"Stopped at t junction, parked cars, cars",2026-08-21T21:54:06
scene-0220,81227a12571240e0b9d537165f57e177,skip,,,a6bc60e9ae8e4608bd487ade3053e631,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532707820862404.jpg,boston-seaport,"Parking lot, parked bikes in bike rack, peds",2026-08-21T21:54:07
scene-0221,acc29386502047339e1ec6b9c7e512d2,skip,,,5dd954d0ac0242a990ba35eef950c937,samples/CAM_FRONT/n015-2018-07-16-11-49-16+0800__CAM_FRONT__1531713378862460.jpg,singapore-onenorth,"Pedestrian crossing, stopped vehicle",2026-08-21T21:54:08
scene-0222,129304d659464b0fb3a51c99eaec114a,skip,,,006b5ecd14a24afc8a324a2688d344b7,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532707865912404.jpg,boston-seaport,"Jaywalkers, traffic police, sitting jaywalkers, parked car and peds",2026-08-21T21:54:09
scene-0224,60111bb5388f4195b98555d4d4b89618,skip,,,cb1a074dfc0646a4a2f3be08ee91cc53,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532707926662404.jpg,boston-seaport,"Peds crossing crosswalk, arrive at intersection, barrier, ped with backpack, heavy truck",2026-08-21T21:54:11
scene-0225,eae0cfe3be5f44a5be4f3e2c961397ed,skip,,,85ebdaf4d86a4e83a8cae8664767ac87,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532707969912404.jpg,boston-seaport,"Wait at intersection, construction, peds crossing crosswalk, turn right, parking lot",2026-08-21T21:54:15
scene-0226,7ad327c8827849ed91136bb2d04acec9,skip,,,f0b5b189cfce40f4a7e67dff49042806,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708010912404.jpg,boston-seaport,"Heavy veh, turning heavy veh",2026-08-21T21:54:16
scene-0227,87a71839e68b46da8e91fb5f21b50c1c,keep,,,9784d7c13fd841d0a6845278ac372a48,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708057512404.jpg,boston-seaport,"Heavy traffic flow, stopped at red light",2026-08-21T21:54:18
scene-0228,aad7d3bf3c7a47ad9cb93d9b92ed38ee,keep,,,1e2ac2a2e72a476b8e95994a20851d09,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708176012404.jpg,boston-seaport,"Many parked cars, sign trailer, crane, bicyclist on sidewalk, bike rack",2026-08-21T21:54:20
scene-0229,2755560e05784e5cbc76619793d36e86,keep,,,f3ac41bed33e499dadee0eaf5ce04fad,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708195912404.jpg,boston-seaport,"Many parked cars, delivery van, peds, bicyclist, bridge, bus, truck",2026-08-21T21:54:21
scene-0230,d91c7213cd1c48ae86a30bd82fc4fd25,keep,,,ab6ec0482ca44aa28b40e78659779761,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708215862404.jpg,boston-seaport,"Parked cars, construction zone",2026-08-21T21:54:25
scene-0231,52678e6091214431bf9f3b41e5eeaa24,skip,,,e7c687a808d24541b30e191504ca335b,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708245362404.jpg,boston-seaport,"Wait at stop line, peds crossing crosswalk, construction, excavator",2026-08-21T21:54:33
scene-0232,7599adab7f3944dc8ac1c88b4f3bb082,skip,,,12ec3e35141b4e4b90b2441e7dc33167,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708335912404.jpg,boston-seaport,"Wait at stop line, bicycle riding inside construction zone",2026-08-21T21:54:40
scene-0233,9e7d5adad1514dd79292e9318b7a443c,keep,,,e78c68d4dff24fbca3cc2ca8091587eb,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708378512404.jpg,boston-seaport,"A number of pedestrians crossing, pedestrian with suitcase",2026-08-21T21:54:47
